,road,vol,speed,last-update-time
8368,公园中路(人民路-河南路),,,2012-11-14  17:22:49 
8369,公园中路(人民路-河南路),,,2012-11-14  17:21:50 
8370,公园中路(人民路-河南路),,,2012-11-14  17:20:49 
8371,公园中路(人民路-河南路),8.0,11.0,2012-11-14  17:19:46 
8372,公园中路(人民路-河南路),10.0,43.0,2012-11-14  17:18:48 
8373,公园中路(人民路-河南路),10.0,62.0,2012-11-14  17:17:46 
8374,公园中路(人民路-河南路),12.0,37.0,2012-11-14  17:16:48 
8375,公园中路(人民路-河南路),7.0,33.0,2012-11-14  17:15:48 
8376,公园中路(人民路-河南路),6.0,9.0,2012-11-14  17:14:48 
8377,公园中路(人民路-河南路),,,2012-11-14  17:13:48 
8378,公园中路(人民路-河南路),6.0,11.0,2012-11-14  17:12:48 
8379,公园中路(人民路-河南路),7.0,18.0,2012-11-14  17:11:48 
8380,公园中路(人民路-河南路),10.0,11.0,2012-11-14  17:10:48 
8381,公园中路(人民路-河南路),10.0,17.0,2012-11-14  17:09:48 
8382,公园中路(人民路-河南路),15.0,19.0,2012-11-14  17:08:47 
8383,公园中路(人民路-河南路),11.0,31.0,2012-11-14  17:07:48 
8384,公园中路(人民路-河南路),11.0,39.0,2012-11-14  17:06:47 
8385,公园中路(人民路-河南路),12.0,42.0,2012-11-14  17:05:45 
8386,公园中路(人民路-河南路),10.0,42.0,2012-11-14  17:04:47 
8387,公园中路(人民路-河南路),14.0,41.0,2012-11-14  17:03:47 
8388,公园中路(人民路-河南路),12.0,41.0,2012-11-14  17:02:47 
8389,公园中路(人民路-河南路),11.0,39.0,2012-11-14  17:01:47 
8390,公园中路(人民路-河南路),13.0,46.0,2012-11-14  17:00:47 
8391,公园中路(人民路-河南路),10.0,53.0,2012-11-14  16:59:47 
8392,公园中路(人民路-河南路),15.0,48.0,2012-11-14  16:58:47 
8393,公园中路(人民路-河南路),12.0,53.0,2012-11-14  16:57:46 
8394,公园中路(人民路-河南路),15.0,52.0,2012-11-14  16:56:46 
8395,公园中路(人民路-河南路),9.0,37.0,2012-11-14  16:55:46 
8396,公园中路(人民路-河南路),14.0,49.0,2012-11-14  16:54:44 
8397,公园中路(人民路-河南路),11.0,66.0,2012-11-14  16:52:46 
8398,公园中路(人民路-河南路),8.0,62.0,2012-11-14  16:51:46 
8399,公园中路(人民路-河南路),13.0,49.0,2012-11-14  16:50:46 
8400,公园中路(人民路-河南路),14.0,53.0,2012-11-14  16:49:46 
8401,公园中路(人民路-河南路),7.0,29.0,2012-11-14  16:48:46 
8402,公园中路(人民路-河南路),10.0,60.0,2012-11-14  16:47:45 
8403,公园中路(人民路-河南路),9.0,48.0,2012-11-14  16:46:45 
8404,公园中路(人民路-河南路),11.0,55.0,2012-11-14  16:45:45 
8405,公园中路(人民路-河南路),11.0,56.0,2012-11-14  16:44:45 
8406,公园中路(人民路-河南路),12.0,43.0,2012-11-14  16:43:45 
8407,公园中路(人民路-河南路),8.0,31.0,2012-11-14  16:42:43 
8408,公园中路(人民路-河南路),9.0,45.0,2012-11-14  16:41:46 
8409,公园中路(人民路-河南路),15.0,68.0,2012-11-14  16:40:45 
8410,公园中路(人民路-河南路),5.0,57.0,2012-11-14  16:39:45 
8411,公园中路(人民路-河南路),19.0,50.0,2012-11-14  16:38:45 
8412,公园中路(人民路-河南路),13.0,59.0,2012-11-14  16:37:45 
8413,公园中路(人民路-河南路),22.0,67.0,2012-11-14  16:36:45 
8414,公园中路(人民路-河南路),8.0,44.0,2012-11-14  16:35:45 
8415,公园中路(人民路-河南路),10.0,49.0,2012-11-14  16:34:44 
8416,公园中路(人民路-河南路),9.0,64.0,2012-11-14  16:33:45 
8417,公园中路(人民路-河南路),10.0,42.0,2012-11-14  16:32:44 
8418,公园中路(人民路-河南路),9.0,62.0,2012-11-14  16:31:44 
8419,公园中路(人民路-河南路),12.0,26.0,2012-11-14  16:30:44 
8420,公园中路(人民路-河南路),15.0,65.0,2012-11-14  16:29:44 
8421,公园中路(人民路-河南路),16.0,47.0,2012-11-14  16:28:44 
8422,公园中路(人民路-河南路),9.0,48.0,2012-11-14  16:27:44 
8423,公园中路(人民路-河南路),10.0,61.0,2012-11-14  16:26:44 
8424,公园中路(人民路-河南路),11.0,56.0,2012-11-14  16:25:45 
8425,公园中路(人民路-河南路),8.0,55.0,2012-11-14  16:24:43 
8426,公园中路(人民路-河南路),6.0,55.0,2012-11-14  16:23:44 
8427,公园中路(人民路-河南路),3.0,64.0,2012-11-14  16:22:43 
8428,公园中路(人民路-河南路),17.0,81.0,2012-11-14  16:21:43 
8429,公园中路(人民路-河南路),8.0,52.0,2012-11-14  16:20:43 
8430,公园中路(人民路-河南路),10.0,46.0,2012-11-14  16:19:43 
8431,公园中路(人民路-河南路),10.0,64.0,2012-11-14  16:18:44 
8432,公园中路(人民路-河南路),12.0,47.0,2012-11-14  16:17:43 
8433,公园中路(人民路-河南路),20.0,52.0,2012-11-14  16:16:43 
8434,公园中路(人民路-河南路),10.0,47.0,2012-11-14  16:15:43 
8435,公园中路(人民路-河南路),12.0,69.0,2012-11-14  16:14:43 
8436,公园中路(人民路-河南路),15.0,52.0,2012-11-14  16:13:43 
8437,公园中路(人民路-河南路),10.0,64.0,2012-11-14  16:12:42 
8438,公园中路(人民路-河南路),5.0,54.0,2012-11-14  16:11:43 
8439,公园中路(人民路-河南路),14.0,65.0,2012-11-14  16:08:42 
8440,公园中路(人民路-河南路),11.0,56.0,2012-11-14  16:07:42 
8441,公园中路(人民路-河南路),9.0,64.0,2012-11-14  16:06:42 
8442,公园中路(人民路-河南路),10.0,68.0,2012-11-14  16:05:40 
8443,公园中路(人民路-河南路),7.0,53.0,2012-11-14  16:05:31 
8444,公园中路(人民路-河南路),9.0,57.0,2012-11-14  16:05:31 
8445,公园中路(人民路-河南路),7.0,59.0,2012-11-14  16:05:18 
8446,公园中路(人民路-河南路),9.0,74.0,2012-11-14  16:04:37 
8447,公园中路(人民路-河南路),5.0,39.0,2012-11-14  15:59:41 
8448,公园中路(人民路-河南路),9.0,71.0,2012-11-14  15:58:41 
8449,公园中路(人民路-河南路),12.0,47.0,2012-11-14  15:57:41 
8450,公园中路(人民路-河南路),11.0,58.0,2012-11-14  15:56:41 
8451,公园中路(人民路-河南路),12.0,41.0,2012-11-14  15:55:41 
8452,公园中路(人民路-河南路),6.0,69.0,2012-11-14  15:54:41 
8453,公园中路(人民路-河南路),14.0,37.0,2012-11-14  15:53:41 
8454,公园中路(人民路-河南路),7.0,34.0,2012-11-14  15:52:41 
8455,公园中路(人民路-河南路),5.0,26.0,2012-11-14  15:51:40 
8456,公园中路(人民路-河南路),9.0,27.0,2012-11-14  15:50:41 
8457,公园中路(人民路-河南路),8.0,22.0,2012-11-14  15:49:40 
8458,公园中路(人民路-河南路),11.0,49.0,2012-11-14  15:48:40 
8459,公园中路(人民路-河南路),9.0,73.0,2012-11-14  15:47:40 
8460,公园中路(人民路-河南路),9.0,29.0,2012-11-14  15:46:38 
8461,公园中路(人民路-河南路),7.0,54.0,2012-11-14  15:21:38 
8462,公园中路(人民路-河南路),4.0,37.0,2012-11-14  15:20:38 
8463,公园中路(人民路-河南路),12.0,49.0,2012-11-14  15:19:38 
8464,公园中路(人民路-河南路),10.0,64.0,2012-11-14  15:18:38 
8465,公园中路(人民路-河南路),15.0,47.0,2012-11-14  15:17:37 
8466,公园中路(人民路-河南路),5.0,40.0,2012-11-14  15:16:37 
8467,公园中路(人民路-河南路),9.0,28.0,2012-11-14  15:15:37 
8468,公园中路(人民路-河南路),5.0,32.0,2012-11-14  15:14:38 
8469,公园中路(人民路-河南路),10.0,66.0,2012-11-14  15:13:35 
8470,公园中路(人民路-河南路),11.0,25.0,2012-11-14  15:12:37 
8471,公园中路(人民路-河南路),12.0,25.0,2012-11-14  15:11:35 
8472,公园中路(人民路-河南路),7.0,28.0,2012-11-14  15:06:37 
8473,公园中路(人民路-河南路),7.0,24.0,2012-11-14  15:05:34 
8474,公园中路(人民路-河南路),9.0,26.0,2012-11-14  15:04:36 
8475,公园中路(人民路-河南路),8.0,22.0,2012-11-14  15:03:36 
8476,公园中路(人民路-河南路),8.0,30.0,2012-11-14  15:02:36 
8477,公园中路(人民路-河南路),4.0,19.0,2012-11-14  15:01:36 
8478,公园中路(人民路-河南路),7.0,24.0,2012-11-14  15:00:36 
8479,公园中路(人民路-河南路),7.0,36.0,2012-11-14  14:59:36 
8480,公园中路(人民路-河南路),8.0,23.0,2012-11-14  14:58:36 
8481,公园中路(人民路-河南路),9.0,33.0,2012-11-14  14:57:36 
8482,公园中路(人民路-河南路),7.0,23.0,2012-11-14  14:56:36 
8483,公园中路(人民路-河南路),11.0,19.0,2012-11-14  14:55:35 
8484,公园中路(人民路-河南路),8.0,29.0,2012-11-14  14:54:35 
8485,公园中路(人民路-河南路),11.0,30.0,2012-11-14  14:53:36 
8486,公园中路(人民路-河南路),6.0,31.0,2012-11-14  14:52:35 
8487,公园中路(人民路-河南路),13.0,25.0,2012-11-14  14:51:35 
8488,公园中路(人民路-河南路),9.0,27.0,2012-11-14  14:50:35 
8489,公园中路(人民路-河南路),7.0,22.0,2012-11-14  14:49:35 
8490,公园中路(人民路-河南路),6.0,30.0,2012-11-14  14:48:35 
8491,公园中路(人民路-河南路),7.0,29.0,2012-11-14  14:47:35 
8492,公园中路(人民路-河南路),8.0,34.0,2012-11-14  14:46:35 
8493,公园中路(人民路-河南路),7.0,36.0,2012-11-14  14:45:35 
8494,公园中路(人民路-河南路),7.0,33.0,2012-11-14  14:44:35 
8495,公园中路(人民路-河南路),6.0,17.0,2012-11-14  14:43:35 
8496,公园中路(人民路-河南路),10.0,25.0,2012-11-14  14:42:35 
8497,公园中路(人民路-河南路),7.0,25.0,2012-11-14  14:41:34 
8498,公园中路(人民路-河南路),12.0,24.0,2012-11-14  14:40:34 
8499,公园中路(人民路-河南路),3.0,46.0,2012-11-14  14:39:34 
8500,公园中路(人民路-河南路),6.0,27.0,2012-11-14  14:38:34 
8501,公园中路(人民路-河南路),10.0,26.0,2012-11-14  14:37:34 
8502,公园中路(人民路-河南路),4.0,29.0,2012-11-14  14:36:34 
8503,公园中路(人民路-河南路),9.0,29.0,2012-11-14  14:35:34 
8504,公园中路(人民路-河南路),11.0,19.0,2012-11-14  14:34:34 
8505,公园中路(人民路-河南路),12.0,23.0,2012-11-14  14:33:34 
8506,公园中路(人民路-河南路),5.0,20.0,2012-11-14  14:32:33 
8507,公园中路(人民路-河南路),9.0,21.0,2012-11-14  14:31:34 
8508,公园中路(人民路-河南路),2.0,43.0,2012-11-14  14:30:34 
8509,公园中路(人民路-河南路),11.0,31.0,2012-11-14  14:29:33 
8510,公园中路(人民路-河南路),2.0,37.0,2012-11-14  14:28:33 
8511,公园中路(人民路-河南路),13.0,22.0,2012-11-14  14:27:33 
8512,公园中路(人民路-河南路),6.0,22.0,2012-11-14  14:26:33 
8513,公园中路(人民路-河南路),12.0,47.0,2012-11-14  14:25:33 
8514,公园中路(人民路-河南路),4.0,38.0,2012-11-14  14:24:33 
8515,公园中路(人民路-河南路),6.0,56.0,2012-11-14  14:23:33 
8516,公园中路(人民路-河南路),8.0,70.0,2012-11-14  14:22:33 
8517,公园中路(人民路-河南路),7.0,60.0,2012-11-14  14:21:33 
8518,公园中路(人民路-河南路),10.0,76.0,2012-11-14  14:20:33 
8519,公园中路(人民路-河南路),6.0,67.0,2012-11-14  14:19:32 
8520,公园中路(人民路-河南路),9.0,57.0,2012-11-14  14:18:32 
8521,公园中路(人民路-河南路),10.0,61.0,2012-11-14  14:17:32 
8522,公园中路(人民路-河南路),10.0,63.0,2012-11-14  14:16:32 
8523,公园中路(人民路-河南路),6.0,56.0,2012-11-14  14:15:32 
8524,公园中路(人民路-河南路),7.0,56.0,2012-11-14  14:14:33 
8525,公园中路(人民路-河南路),4.0,37.0,2012-11-14  14:11:32 
8526,公园中路(人民路-河南路),11.0,52.0,2012-11-14  14:10:33 
8527,公园中路(人民路-河南路),6.0,48.0,2012-11-14  14:09:31 
8528,公园中路(人民路-河南路),3.0,44.0,2012-11-14  14:08:31 
8529,公园中路(人民路-河南路),12.0,56.0,2012-11-14  14:07:31 
8530,公园中路(人民路-河南路),7.0,45.0,2012-11-14  14:06:31 
8531,公园中路(人民路-河南路),9.0,55.0,2012-11-14  14:05:29 
8532,公园中路(人民路-河南路),14.0,51.0,2012-11-14  13:58:29 
8533,公园中路(人民路-河南路),7.0,58.0,2012-11-14  13:57:30 
8534,公园中路(人民路-河南路),6.0,62.0,2012-11-14  13:56:31 
8535,公园中路(人民路-河南路),2.0,18.0,2012-11-14  13:55:30 
8536,公园中路(人民路-河南路),10.0,38.0,2012-11-14  13:54:30 
8537,公园中路(人民路-河南路),2.0,20.0,2012-11-14  13:53:30 
8538,公园中路(人民路-河南路),7.0,24.0,2012-11-14  13:52:30 
8539,公园中路(人民路-河南路),6.0,31.0,2012-11-14  13:51:30 
8540,公园中路(人民路-河南路),8.0,28.0,2012-11-14  13:50:30 
8541,公园中路(人民路-河南路),9.0,20.0,2012-11-14  13:49:30 
8542,公园中路(人民路-河南路),9.0,23.0,2012-11-14  13:48:30 
8543,公园中路(人民路-河南路),4.0,31.0,2012-11-14  13:47:30 
8544,公园中路(人民路-河南路),7.0,27.0,2012-11-14  13:46:29 
8545,公园中路(人民路-河南路),9.0,23.0,2012-11-14  13:45:29 
8546,公园中路(人民路-河南路),4.0,20.0,2012-11-14  13:44:29 
8547,公园中路(人民路-河南路),5.0,26.0,2012-11-14  13:43:29 
8548,公园中路(人民路-河南路),6.0,28.0,2012-11-14  13:42:29 
8549,公园中路(人民路-河南路),14.0,35.0,2012-11-14  13:41:29 
8550,公园中路(人民路-河南路),9.0,31.0,2012-11-14  13:40:29 
8551,公园中路(人民路-河南路),7.0,25.0,2012-11-14  13:39:29 
8552,公园中路(人民路-河南路),7.0,24.0,2012-11-14  13:38:29 
8553,公园中路(人民路-河南路),11.0,25.0,2012-11-14  13:37:29 
8554,公园中路(人民路-河南路),10.0,28.0,2012-11-14  13:36:28 
8555,公园中路(人民路-河南路),5.0,22.0,2012-11-14  13:35:29 
8556,公园中路(人民路-河南路),9.0,22.0,2012-11-14  13:34:29 
8557,公园中路(人民路-河南路),8.0,22.0,2012-11-14  13:33:28 
8558,公园中路(人民路-河南路),11.0,30.0,2012-11-14  13:32:28 
8559,公园中路(人民路-河南路),4.0,41.0,2012-11-14  13:31:28 
8560,公园中路(人民路-河南路),4.0,31.0,2012-11-14  13:30:29 
8561,公园中路(人民路-河南路),9.0,51.0,2012-11-14  13:29:28 
8562,公园中路(人民路-河南路),9.0,30.0,2012-11-14  13:28:28 
8563,公园中路(人民路-河南路),6.0,31.0,2012-11-14  13:27:28 
8564,公园中路(人民路-河南路),5.0,54.0,2012-11-14  13:26:29 
8565,公园中路(人民路-河南路),9.0,44.0,2012-11-14  13:25:28 
8566,公园中路(人民路-河南路),11.0,35.0,2012-11-14  13:24:28 
8567,公园中路(人民路-河南路),6.0,36.0,2012-11-14  13:23:27 
8568,公园中路(人民路-河南路),7.0,23.0,2012-11-14  13:22:27 
8569,公园中路(人民路-河南路),9.0,40.0,2012-11-14  13:21:27 
8570,公园中路(人民路-河南路),6.0,48.0,2012-11-14  13:20:27 
8571,公园中路(人民路-河南路),14.0,58.0,2012-11-14  13:19:27 
8572,公园中路(人民路-河南路),7.0,66.0,2012-11-14  13:18:27 
8573,公园中路(人民路-河南路),12.0,61.0,2012-11-14  13:17:28 
8574,公园中路(人民路-河南路),10.0,63.0,2012-11-14  13:16:27 
8575,公园中路(人民路-河南路),9.0,46.0,2012-11-14  13:15:27 
8576,公园中路(人民路-河南路),11.0,58.0,2012-11-14  13:14:27 
8577,公园中路(人民路-河南路),11.0,57.0,2012-11-14  13:13:27 
8578,公园中路(人民路-河南路),11.0,53.0,2012-11-14  13:12:26 
8579,公园中路(人民路-河南路),4.0,47.0,2012-11-14  13:11:26 
8580,公园中路(人民路-河南路),9.0,59.0,2012-11-14  13:10:26 
8581,公园中路(人民路-河南路),8.0,56.0,2012-11-14  13:09:26 
8582,公园中路(人民路-河南路),16.0,56.0,2012-11-14  13:08:26 
8583,公园中路(人民路-河南路),8.0,46.0,2012-11-14  13:07:26 
8584,公园中路(人民路-河南路),12.0,45.0,2012-11-14  13:06:26 
8585,公园中路(人民路-河南路),5.0,67.0,2012-11-14  13:05:26 
8586,公园中路(人民路-河南路),16.0,54.0,2012-11-14  13:04:26 
8587,公园中路(人民路-河南路),11.0,60.0,2012-11-14  13:03:25 
8588,公园中路(人民路-河南路),13.0,50.0,2012-11-14  13:02:26 
8589,公园中路(人民路-河南路),9.0,54.0,2012-11-14  13:01:25 
8590,公园中路(人民路-河南路),6.0,49.0,2012-11-14  13:00:25 
8591,公园中路(人民路-河南路),15.0,61.0,2012-11-14  12:59:25 
8592,公园中路(人民路-河南路),10.0,44.0,2012-11-14  12:58:25 
8593,公园中路(人民路-河南路),7.0,61.0,2012-11-14  12:57:25 
8594,公园中路(人民路-河南路),3.0,33.0,2012-11-14  12:56:25 
8595,公园中路(人民路-河南路),12.0,66.0,2012-11-14  12:55:25 
8596,公园中路(人民路-河南路),10.0,56.0,2012-11-14  12:54:23 
8597,公园中路(人民路-河南路),18.0,61.0,2012-11-14  12:53:25 
8598,公园中路(人民路-河南路),3.0,20.0,2012-11-14  12:52:24 
8599,公园中路(人民路-河南路),12.0,44.0,2012-11-14  12:51:24 
8600,公园中路(人民路-河南路),7.0,60.0,2012-11-14  12:50:24 
8601,公园中路(人民路-河南路),10.0,57.0,2012-11-14  12:49:24 
8602,公园中路(人民路-河南路),16.0,73.0,2012-11-14  12:48:24 
8603,公园中路(人民路-河南路),5.0,45.0,2012-11-14  12:47:24 
8604,公园中路(人民路-河南路),11.0,60.0,2012-11-14  12:46:24 
8605,公园中路(人民路-河南路),6.0,48.0,2012-11-14  12:45:24 
8606,公园中路(人民路-河南路),6.0,58.0,2012-11-14  12:44:24 
8607,公园中路(人民路-河南路),9.0,52.0,2012-11-14  12:43:24 
8608,公园中路(人民路-河南路),13.0,50.0,2012-11-14  12:42:24 
8609,公园中路(人民路-河南路),7.0,81.0,2012-11-14  12:41:24 
8610,公园中路(人民路-河南路),13.0,63.0,2012-11-14  12:40:21 
8611,公园中路(人民路-河南路),7.0,59.0,2012-11-14  12:39:24 
8612,公园中路(人民路-河南路),10.0,45.0,2012-11-14  12:38:23 
8613,公园中路(人民路-河南路),7.0,71.0,2012-11-14  12:37:23 
8614,公园中路(人民路-河南路),8.0,49.0,2012-11-14  12:36:23 
8615,公园中路(人民路-河南路),13.0,70.0,2012-11-14  12:35:23 
8616,公园中路(人民路-河南路),8.0,55.0,2012-11-14  12:34:23 
8617,公园中路(人民路-河南路),12.0,47.0,2012-11-14  12:33:23 
8618,公园中路(人民路-河南路),4.0,50.0,2012-11-14  12:32:23 
8619,公园中路(人民路-河南路),8.0,66.0,2012-11-14  12:31:23 
8620,公园中路(人民路-河南路),6.0,69.0,2012-11-14  12:30:23 
8621,公园中路(人民路-河南路),9.0,50.0,2012-11-14  12:29:23 
8622,公园中路(人民路-河南路),4.0,46.0,2012-11-14  12:28:23 
8623,公园中路(人民路-河南路),9.0,61.0,2012-11-14  12:27:23 
8624,公园中路(人民路-河南路),8.0,42.0,2012-11-14  12:26:22 
8625,公园中路(人民路-河南路),2.0,18.0,2012-11-14  12:25:22 
8626,公园中路(人民路-河南路),2.0,66.0,2012-11-14  12:24:22 
8627,公园中路(人民路-河南路),11.0,46.0,2012-11-14  12:23:22 
8628,公园中路(人民路-河南路),10.0,60.0,2012-11-14  12:22:22 
8629,公园中路(人民路-河南路),7.0,99.0,2012-11-14  12:21:22 
8630,公园中路(人民路-河南路),23.0,49.0,2012-11-14  12:20:22 
8631,公园中路(人民路-河南路),5.0,61.0,2012-11-14  12:19:22 
8632,公园中路(人民路-河南路),13.0,46.0,2012-11-14  12:18:21 
8633,公园中路(人民路-河南路),10.0,57.0,2012-11-14  12:17:21 
8634,公园中路(人民路-河南路),10.0,46.0,2012-11-14  12:16:22 
8635,公园中路(人民路-河南路),5.0,81.0,2012-11-14  12:15:21 
8636,公园中路(人民路-河南路),6.0,64.0,2012-11-14  12:14:21 
8637,公园中路(人民路-河南路),9.0,68.0,2012-11-14  12:13:21 
8638,公园中路(人民路-河南路),,,2012-11-14  12:12:21 
8639,公园中路(人民路-河南路),9.0,53.0,2012-11-14  12:11:21 
8640,公园中路(人民路-河南路),6.0,43.0,2012-11-14  12:10:21 
8641,公园中路(人民路-河南路),13.0,54.0,2012-11-14  12:09:21 
8642,公园中路(人民路-河南路),6.0,76.0,2012-11-14  12:08:21 
8643,公园中路(人民路-河南路),9.0,29.0,2012-11-14  12:07:19 
8644,公园中路(人民路-河南路),9.0,48.0,2012-11-14  12:06:20 
8645,公园中路(人民路-河南路),3.0,23.0,2012-11-14  12:05:21 
8646,公园中路(人民路-河南路),10.0,45.0,2012-11-14  12:04:20 
8647,公园中路(人民路-河南路),11.0,44.0,2012-11-14  12:03:20 
8648,公园中路(人民路-河南路),6.0,54.0,2012-11-14  12:02:20 
8649,公园中路(人民路-河南路),13.0,46.0,2012-11-14  12:01:20 
8650,公园中路(人民路-河南路),13.0,42.0,2012-11-14  12:00:20 
8651,公园中路(人民路-河南路),10.0,22.0,2012-11-14  11:59:20 
8652,公园中路(人民路-河南路),14.0,54.0,2012-11-14  11:58:20 
8653,公园中路(人民路-河南路),11.0,33.0,2012-11-14  11:57:20 
8654,公园中路(人民路-河南路),15.0,47.0,2012-11-14  11:56:20 
8655,公园中路(人民路-河南路),5.0,39.0,2012-11-14  11:55:20 
8656,公园中路(人民路-河南路),7.0,60.0,2012-11-14  11:54:19 
8657,公园中路(人民路-河南路),4.0,54.0,2012-11-14  11:53:19 
8658,公园中路(人民路-河南路),9.0,55.0,2012-11-14  11:52:19 
8659,公园中路(人民路-河南路),11.0,55.0,2012-11-14  11:51:19 
8660,公园中路(人民路-河南路),4.0,35.0,2012-11-14  11:50:20 
8661,公园中路(人民路-河南路),11.0,36.0,2012-11-14  11:49:19 
8662,公园中路(人民路-河南路),16.0,51.0,2012-11-14  11:48:19 
8663,公园中路(人民路-河南路),12.0,65.0,2012-11-14  11:47:19 
8664,公园中路(人民路-河南路),8.0,48.0,2012-11-14  11:46:19 
8665,公园中路(人民路-河南路),16.0,50.0,2012-11-14  11:45:19 
8666,公园中路(人民路-河南路),10.0,28.0,2012-11-14  11:44:19 
8667,公园中路(人民路-河南路),9.0,30.0,2012-11-14  11:43:18 
8668,公园中路(人民路-河南路),9.0,65.0,2012-11-14  11:42:19 
8669,公园中路(人民路-河南路),9.0,23.0,2012-11-14  11:41:16 
8670,公园中路(人民路-河南路),8.0,49.0,2012-11-14  11:40:18 
8671,公园中路(人民路-河南路),16.0,60.0,2012-11-14  11:39:18 
8672,公园中路(人民路-河南路),14.0,61.0,2012-11-14  11:38:18 
8673,公园中路(人民路-河南路),4.0,38.0,2012-11-14  11:37:18 
8674,公园中路(人民路-河南路),18.0,55.0,2012-11-14  11:36:18 
8675,公园中路(人民路-河南路),5.0,63.0,2012-11-14  11:35:18 
8676,公园中路(人民路-河南路),12.0,51.0,2012-11-14  11:34:18 
8677,公园中路(人民路-河南路),14.0,49.0,2012-11-14  11:33:16 
8678,公园中路(人民路-河南路),10.0,65.0,2012-11-14  11:25:17 
8679,公园中路(人民路-河南路),11.0,48.0,2012-11-14  11:24:17 
8680,公园中路(人民路-河南路),15.0,43.0,2012-11-14  11:23:15 
8681,公园中路(人民路-河南路),8.0,65.0,2012-11-14  11:22:17 
8682,公园中路(人民路-河南路),16.0,58.0,2012-11-14  11:21:17 
8683,公园中路(人民路-河南路),4.0,41.0,2012-11-14  11:20:17 
8684,公园中路(人民路-河南路),15.0,53.0,2012-11-14  11:19:17 
8685,公园中路(人民路-河南路),8.0,64.0,2012-11-14  11:18:16 
8686,公园中路(人民路-河南路),10.0,43.0,2012-11-14  11:17:16 
8687,公园中路(人民路-河南路),12.0,49.0,2012-11-14  11:16:16 
8688,公园中路(人民路-河南路),6.0,43.0,2012-11-14  11:15:16 
8689,公园中路(人民路-河南路),12.0,43.0,2012-11-14  11:14:16 
8690,公园中路(人民路-河南路),3.0,59.0,2012-11-14  11:13:16 
8691,公园中路(人民路-河南路),9.0,80.0,2012-11-14  11:12:16 
8692,公园中路(人民路-河南路),4.0,67.0,2012-11-14  11:11:17 
8693,公园中路(人民路-河南路),9.0,79.0,2012-11-14  11:10:16 
8694,公园中路(人民路-河南路),6.0,77.0,2012-11-14  11:09:15 
8695,公园中路(人民路-河南路),9.0,26.0,2012-11-14  11:08:15 
8696,公园中路(人民路-河南路),12.0,60.0,2012-11-14  11:07:15 
8697,公园中路(人民路-河南路),9.0,66.0,2012-11-14  11:06:15 
8698,公园中路(人民路-河南路),9.0,68.0,2012-11-14  11:05:16 
8699,公园中路(人民路-河南路),10.0,59.0,2012-11-14  11:04:15 
8700,公园中路(人民路-河南路),8.0,61.0,2012-11-14  11:03:16 
8701,公园中路(人民路-河南路),7.0,60.0,2012-11-14  11:02:15 
8702,公园中路(人民路-河南路),11.0,57.0,2012-11-14  11:01:15 
8703,公园中路(人民路-河南路),9.0,58.0,2012-11-14  11:00:14 
8704,公园中路(人民路-河南路),9.0,38.0,2012-11-14  10:59:15 
8705,公园中路(人民路-河南路),6.0,65.0,2012-11-14  10:58:15 
8706,公园中路(人民路-河南路),10.0,52.0,2012-11-14  10:57:14 
8707,公园中路(人民路-河南路),6.0,73.0,2012-11-14  10:56:14 
8708,公园中路(人民路-河南路),15.0,80.0,2012-11-14  10:55:14 
8709,公园中路(人民路-河南路),9.0,60.0,2012-11-14  10:54:15 
8710,公园中路(人民路-河南路),5.0,50.0,2012-11-14  10:53:14 
8711,公园中路(人民路-河南路),10.0,32.0,2012-11-14  10:52:14 
8712,公园中路(人民路-河南路),11.0,50.0,2012-11-14  10:51:14 
8713,公园中路(人民路-河南路),11.0,57.0,2012-11-14  10:50:14 
8714,公园中路(人民路-河南路),2.0,77.0,2012-11-14  10:49:14 
8715,公园中路(人民路-河南路),11.0,46.0,2012-11-14  10:48:13 
8716,公园中路(人民路-河南路),5.0,56.0,2012-11-14  10:47:14 
8717,公园中路(人民路-河南路),5.0,35.0,2012-11-14  10:46:13 
8718,公园中路(人民路-河南路),5.0,66.0,2012-11-14  10:45:13 
8719,公园中路(人民路-河南路),8.0,43.0,2012-11-14  10:44:13 
8720,公园中路(人民路-河南路),7.0,64.0,2012-11-14  10:43:11 
8721,公园中路(人民路-河南路),8.0,44.0,2012-11-14  10:42:13 
8722,公园中路(人民路-河南路),9.0,49.0,2012-11-14  10:41:11 
8723,公园中路(人民路-河南路),3.0,46.0,2012-11-14  10:40:13 
8724,公园中路(人民路-河南路),15.0,51.0,2012-11-14  10:39:13 
8725,公园中路(人民路-河南路),10.0,63.0,2012-11-14  10:38:13 
8726,公园中路(人民路-河南路),14.0,54.0,2012-11-14  10:37:13 
8727,公园中路(人民路-河南路),6.0,35.0,2012-11-14  10:36:13 
8728,公园中路(人民路-河南路),10.0,59.0,2012-11-14  10:35:12 
8729,公园中路(人民路-河南路),10.0,59.0,2012-11-14  10:34:12 
8730,公园中路(人民路-河南路),4.0,35.0,2012-11-14  10:33:12 
8731,公园中路(人民路-河南路),11.0,57.0,2012-11-14  10:32:13 
8732,公园中路(人民路-河南路),1.0,31.0,2012-11-14  10:31:12 
8733,公园中路(人民路-河南路),11.0,48.0,2012-11-14  10:30:12 
8734,公园中路(人民路-河南路),7.0,46.0,2012-11-14  10:29:12 
8735,公园中路(人民路-河南路),13.0,59.0,2012-11-14  10:28:12 
